"","graphite,cr","CO,g","CO2,g","CH4,g","H2,g","H2O,g","O2,g","ethane,g","propane,g"
"1",0,-6.21588529478334,-5.97786671947369,2.69756894630123,0.173457427234728,-1.256246989513,-42,-1.19362578203897,-4.32647334037281
"2",0,-6.63738507750108,-7.47966516436174,2.69702271052889,0.33173615737552,-2.03077872986072,-42,-1.09149536456833,-4.15910232219696
"3",0,-7.02529147496673,-8.86116009871797,2.6962601107716,0.478251341862209,-2.74383905626961,-42,-0.99772366063972,-4.00501427897025
"4",0,-7.38350442368937,-10.1362678842875,2.69527403859388,0.61427498394059,-3.40266761700567,-42,-0.911351826457916,-3.86268562677436
"5",0,-7.71534188852973,-11.3168375650712,2.69403123545682,0.740881435501607,-4.01343441047252,-42,-0.831610829793614,-3.73088469168316
"6",0,-8.02364456923548,-12.4130210464401,2.69249314608603,0.858990406591081,-4.58142399786379,-42,-0.7578626917411,-3.6085861911524
"7",0,-8.31085878074527,-13.4335664777921,2.69061943955961,0.969394617015813,-5.11118789228118,-42,-0.689573469334196,-3.49492960786045
"8",0,-8.57910263767712,-14.3860528054588,2.68836531717357,1.0727791822361,-5.60666908202389,-42,-0.626299925883366,-3.38919688917893
"9",0,-8.83021933988329,-15.2770788140092,2.68569382264967,1.16974451419254,-6.07129509425783,-42,-0.567657142341012,-3.29076568340885
"10",0,-9.06582040011279,-16.1124166362352,2.68256165245953,1.26081286989998,-6.50806558481592,-42,-0.513328509821062,-3.19911971411305
"11",0,-9.28732096143887,-16.8971372867852,2.67892813481305,1.34644400897805,-6.91961365405573,-42,-0.463043053020102,-3.11381617857226
"12",0,-9.49596884347845,-17.6357139926101,2.67475380998415,1.42704370613227,-7.308260675407,-42,-0.416570010369977,-3.03447656931212
"13",0,-9.69286857942641,-18.3321077708075,2.67000085497892,1.50297161893421,-7.67606087513438,-42,-0.373711965407707,-2.96077590920794
"14",0,-9.87900142375924,-18.9898387132535,2.66463347498888,1.57454787650151,-8.02483842139507,-42,-0.334299088132754,-2.89243374179664
"15",0,-10.0552420973433,-19.6120456878363,2.65861826124576,1.6420586263077,-8.35621844933206,-42,-0.298184283805662,-2.82920655399742
"16",0,-10.2223728743338,-20.2015365944334,2.65192451599583,1.70576072703811,-8.67165314694961,-42,-0.265239088574888,-2.77088137528175
"17",0,-10.381095490581,-20.7608308742983,2.64452454587646,1.76588573750151,-8.97244379459751,-42,-0.235350182819501,-2.71727034831644
"18",0,-5.21588529478334,-3.97786671947369,2.69713488715073,0.173240397748445,-0.256464018846641,-40,-1.19427687123808,-4.3273414592417
"19",0,-5.63738507750108,-5.47966516436174,2.69694972206758,0.331699663901437,-1.03081522275405,-40,-1.09160484776244,-4.1592482995588
"20",0,-6.02529147496673,-6.86116009871797,2.6962459456759,0.47824425891598,-1.74384613917827,-40,-0.997744908447543,-4.00504260670039
"21",0,-6.38350442368937,-8.13626788428755,2.69527087486821,0.614273402612838,-2.40266919814958,-40,-0.911356571926878,-3.86269195614017
"22",0,-6.71534188852973,-9.31683756507122,2.69403033725191,0.740880986185209,-3.01343485995077,-40,-0.831612175233526,-3.73088648518792
"23",0,-7.02364456923548,-10.4130210464401,2.69249264165668,0.858990154902877,-3.58142424960299,-40,-0.757863451490025,-3.6085872065939
"24",0,-7.31085878074527,-11.4335664777921,2.69061875847998,0.969394278588029,-4.11118822915178,-40,-0.689574493218126,-3.49493097033625
"25",0,-7.57910263767712,-12.3860528054588,2.68836783450367,1.07278044113081,-4.60666782364443,-40,-0.626296149746934,-3.38919185533527
"26",0,-7.83021933988329,-13.2770788140092,2.68569381590627,1.1697445108208,-5.07129509762947,-40,-0.567657152456004,-3.29076569689538
"27",0,-8.06582040011279,-14.1124166362352,2.68256164998156,1.26081286866228,-5.50806558605277,-40,-0.513328513539185,-3.19911971907028
"28",0,-8.28732096143887,-14.8971372867852,2.67892813384314,1.34644400849685,-5.91961365453461,-40,-0.463043054477737,-3.11381618051715
"29",0,-8.49596884347845,-15.6357139926101,2.67475380956994,1.42704370592415,-6.30826067561678,-40,-0.416570010989285,-3.03447657013792
"30",0,-8.69286857942641,-16.3321077708075,2.67000085476553,1.50297161882712,-6.67606087524106,-40,-0.373711965741814,-2.96077590965032
"31",0,-8.87900142375924,-16.9898387132535,2.66463347477164,1.57454787639112,-7.02483842150938,-40,-0.33429908845883,-2.8924337422306
"32",0,-9.05524209734328,-17.6120456878363,2.65861826080665,1.64205862609411,-7.3562184495381,-40,-0.298184284470896,-2.82920655488894
"33",0,-9.22237287433382,-18.2015365944334,2.65192451489859,1.7057607264854,-7.67165314751213,-40,-0.265239090215711,-2.77088137746599
"34",0,-9.381095490581,-18.7608308742983,2.64452454310659,1.76588573612803,-7.97244379598077,-40,-0.235350186988545,-2.71727035388707
"35",0,-4.21588529478334,-1.97786671947369,2.6927862358284,0.171066071198767,0.74136165363506,-38,-1.20079984751408,-4.33603876016223
"36",0,-4.63738507750107,-3.47966516436174,2.69621966358865,0.331334633782589,-0.0311802537204715,-38,-1.09269993470257,-4.16070841579114
"37",0,-5.02529147496673,-4.86116009871797,2.69610450351547,0.478173538015752,-0.743916859927103,-38,-0.997957072532128,-4.00532549322307
"38",0,-5.38350442368937,-6.13626788428755,2.69523978056908,0.614257854635829,-1.4026847465464,-38,-0.911403212507036,-3.86275414333667
"39",0,-5.71534188852973,-7.31683756507122,2.69402263145023,0.74087713359538,-2.01343871213818,-38,-0.831623735810035,-3.73090189919253
"40",0,-6.02364456923548,-8.41302104644012,2.69249039036334,0.858989029685237,-2.58142537479,-38,-0.757866829082316,-3.60859170754508
